STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,9.367404,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,13.582788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,5.718904,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,3.470895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,-0.093744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,0.967368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,7.834191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,12.626185,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,15.711625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2021,,16.940407,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,22.361759,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,8.280307,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,19.043911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,14.784461,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,6.999101,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,13.284251,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,4.644313,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,5.017447,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,15.887128,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,0.690468,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,8.762583,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-37.196274,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,19.389481,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,13.668675,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,4.519381,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,22.761149,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,15.386131,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2006,,7.211413,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,3.086191,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,1.522122,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,10.307381,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,5.497166,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,0.030987,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,19.891251,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,10.571789,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,3.933718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,12.251992,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,-11.010918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,5.534199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2007,,7.281924,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-3.996314,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,4.538342,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-4.205588,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,3.690652,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-11.057594,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-17.285664,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-7.015749,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-47.457388,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-9.070055,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2009,,-6.622662,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,7.104717,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,11.106708,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,-5.378172,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,-6.421236,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,-8.411155,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,2.080756,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,0.006975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,11.511666,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,3.760396,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,5.751687,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2010,,5.274238,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,-16.71249,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,-9.739771,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,-1.778298,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,5.335205,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,6.869911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,-9.969479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,2.772146,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2012,,-0.284305,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,0.436537,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-7.193438,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-2.496593,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,1.523851,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-13.106034,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-2.71834,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2008,,-11.582045,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-2.1773,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-7.864059,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-0.189199,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-3.128885,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-1.234356,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-10.882051,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-3.62694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2020,,-1.007321,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,4.637211,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,6.009048,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,1.321696,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,7.387247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,-12.592263,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2011,,-1.432738,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,1.03684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,6.492935,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,6.327742,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,2.224318,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,2.304334,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,16.26507,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,3.304827,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,3.037421,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,2.520085,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,5.293547,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2018,,3.351169,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2019,,0.813718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2019,,2.816791,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2019,,5.387742,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2019,,1.234036,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,8.299473,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,2.084811,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,3.568419,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,1.207422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,4.112451,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,-4.607966,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,4.837929,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,3.429728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,1.118239,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2013,,0.738361,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,13.841492,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,8.25651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,9.781314,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,-0.677565,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,1.854275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,-3.325286,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,6.816981,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,2.634782,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,10.565599,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,GFCF,Investment (GFCF),TOT,Total,AGRWTH,Annual growth rate (%),A,Annual,2017,,19.676847,,A,,,,,,,
